"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2965","Login To Application With Valid Credentials","chromium","2026-03-26","passed","2026-03-26","All Login Scenarions","LoginTest.spec.js","",""
